Date,Address,Rent (HKD),Area (呎),Rate,Price/sq foot,,Average price/sq foot
09/07/2024,聽濤雅苑 1期 3座 中層 G室,"$26,000",788,33,$32.99,TRUE,
09/07/2024,清麗苑 麗恆閣 (A座) 高層 8室,"$14,800",411,36,$36.01,TRUE,
09/07/2024,瓏門 2期 6座 中層 F室,"$14,500",372,39,$38.98,TRUE,
09/07/2024,飛揚 1期 2座 高層 K室,"$14,000",463,30,$30.24,TRUE,
09/07/2024,映日灣 2座 低層 A室,"$29,000",690,42,$42.03,TRUE,
09/07/2024,百德大廈 C座 高層 C4室,"$24,600",688,36,$35.76,TRUE,
09/07/2024,沙田第一城 4期 37座 中層 G室,"$14,000",304,46,$46.05,TRUE,
09/07/2024,翰林峰 3座 高層 A室,"$33,000",540,61,$61.11,TRUE,
09/07/2024,翠豐臺 1座 高層 F室,"$15,800",450,35,$35.11,TRUE,
09/07/2024,盈翠半島 2期 12座 低層 B室,"$19,207",512,38,$37.51,TRUE,
09/07/2024,嘉峯匯 1A座 高層 B室,"$22,800",443,51,$51.47,TRUE,
09/07/2024,Henley Park 1A座 高層 F室,"$19,000",384,49,$49.48,TRUE,
09/07/2024,東堤灣畔 1期 2座 高層 B室,"$18,500",536,35,$34.51,TRUE,
08/07/2024,安泰大廈 高層 A室,"$12,500",278,45,$44.96,TRUE,
08/07/2024,薄扶林花園 3座 中層 E室,"$41,000",1173,35,$34.95,TRUE,
08/07/2024,新葵芳花園 E座 高層 3室,"$16,500",408,40,$40.44,TRUE,
08/07/2024,富豪花園 明麗閣 (D座) 中層 D室,"$19,000",725,26,$26.21,TRUE,
08/07/2024,港島南岸 1期 晉環 1座 (1A) 低層 B室,"$26,000",614,42,$42.35,TRUE,
08/07/2024,牽晴間 4座 低層 E室,"$12,000",384,31,$31.25,TRUE,
08/07/2024,海之戀 3期A 海之戀．愛炫美 5B座 低層 B室,"$22,500",527,43,$42.69,TRUE,
08/07/2024,美景花園 9座 高層 E室,"$16,000",401,40,$39.90,TRUE,
08/07/2024,縉城峰 1座 低層 A室,"$45,500",835,54,$54.49,TRUE,
08/07/2024,薈蕎 1翼 中層 D5室,"$14,500",254,57,$57.09,TRUE,
08/07/2024,恆福花園 1座 低層 B室,"$14,000",529,26,$26.47,TRUE,
08/07/2024,海茵莊園 1座 高層 A7室,"$12,800",205,62,$62.44,TRUE,
08/07/2024,The Campton 低層 S室,"$14,000",272,51,$51.47,TRUE,
08/07/2024,Ava 61 低層 F室,"$10,000",161,62,$62.11,TRUE,
08/07/2024,藍天海岸 4期 水藍‧天岸 1座 中層 C室,"$18,500",539,34,$34.32,TRUE,
08/07/2024,映灣園 3期 悅濤軒 11座 中層 F室,"$18,500",563,33,$32.86,TRUE,
08/07/2024,泓景臺 2期 7座 低層 E室,"$19,000",478,40,$39.75,TRUE,
08/07/2024,嘉亨灣 5座 中層 D室,"$35,000",675,52,$51.85,TRUE,
08/07/2024,逸瓏灣8 3C座 中層 D室,"$19,000",490,39,$38.78,TRUE,
08/07/2024,愉景灣 14期 津堤 津堤2座 高層 SKY POOL HOUSE 1,"$52,000",1552,34,$33.51,TRUE,
08/07/2024,瑧尚 低層 B5室,"$15,500",294,53,$52.72,TRUE,
08/07/2024,必嘉坊 1期 必嘉坊．曦匯 高層 L室,"$16,000",248,65,$64.52,TRUE,
08/07/2024,星凱‧堤岸 1座 中層 A室,"$32,000",731,44,$43.78,TRUE,
08/07/2024,順欣花園 2座 高層 H室,"$14,500",583,25,$24.87,TRUE,
08/07/2024,Oasis Kai Tak 5座 高層 E室,"$17,300",365,47,$47.40,TRUE,
08/07/2024,昇薈 5座 低層 F室,"$17,000",591,29,$28.76,TRUE,
08/07/2024,君傲灣 2座 低層 A室,"$17,000",497,34,$34.21,TRUE,
08/07/2024,佳悅 低層 E室,"$11,300",215,53,$52.56,TRUE,
08/07/2024,巴富洋樓 B2座 低層 D室,"$42,000",1195,35,$35.15,TRUE,
08/07/2024,One Innovale 1期 B座 高層 19室,"$11,300",315,36,$35.87,TRUE,
08/07/2024,One Innovale 2期 C座 低層 10室,"$11,300",312,36,$36.22,TRUE,
08/07/2024,海桃灣 2座 低層 D室,"$28,000",609,46,$45.98,TRUE,
08/07/2024,朗庭園 1座 低層 F室,"$14,000",435,32,$32.18,TRUE,
08/07/2024,帝堡城 8座 高層 H室,"$20,000",580,34,$34.48,TRUE,
08/07/2024,金獅花園 2期 金貴閣 (B座) 低層 8室,"$13,500",321,42,$42.06,TRUE,
08/07/2024,日出康城 6期 Lp6 2座 中層 F室,"$18,500",499,37,$37.07,TRUE,
08/07/2024,日出康城 7期B Grand Montara 1座 (1B) 中層 C室,"$17,500",463,38,$37.80,TRUE,
08/07/2024,Wetland Seasons Park 3期 9座 中層 B6室,"$13,500",394,34,$34.26,TRUE,
08/07/2024,嘉湖山莊 7期 景湖居 11座 低層 G室,"$11,500",547,21,$21.02,TRUE,
08/07/2024,尚城 8座 中層 F室,"$15,000",758,20,$19.79,TRUE,
08/07/2024,Novo Land 2B期 Arreso 2座 中層 G室,"$12,800",301,43,$42.52,TRUE,
08/07/2024,名城 3期 盛世 1座 中層 SC室,"$33,000",844,39,$39.10,TRUE,
08/07/2024,海茵莊園 1座 高層 A7室,"$12,800",205,62,$62.44,TRUE,
08/07/2024,Castle One By V 高層 E室,"$28,500",401,71,$71.07,TRUE,
08/07/2024,珊瑚閣 A1-A2座 低層 A1座,"$50,000",1173,43,$42.63,TRUE,
08/07/2024,杏花邨 34座 低層 5室,"$20,000",560,36,$35.71,TRUE,
08/07/2024,雅景閣 低層 C室,"$10,800",270,40,$40.00,TRUE,
08/07/2024,愛琴海岸 2座 低層 E室,"$18,000",811,22,$22.19,TRUE,
08/07/2024,杏花邨 6座 中層 5室,"$18,000",475,38,$37.89,TRUE,
08/07/2024,康怡花園 G座 (9-16室) 低層 14室,"$17,200",524,33,$32.82,TRUE,
08/07/2024,華蘭花園 翠蘭閣 中層 F室,"$16,200",388,42,$41.75,TRUE,
08/07/2024,太古城 安盛台 建安閣 (31座) 低層 F室,"$22,000",503,44,$43.74,TRUE,
08/07/2024,太古城 金殿台 燕宮閣 (20座) 低層 E室,"$30,000",747,40,$40.16,TRUE,
08/07/2024,賽詩閣 洋房2 中層 B室,"$70,000",1175,60,$59.57,TRUE,
08/07/2024,匯璽 2A期 1B座 中層 D室,"$16,000",270,59,$59.26,TRUE,
08/07/2024,富景花園 1座 中層 A室,"$18,500",592,31,$31.25,TRUE,
08/07/2024,會展中心會景閣 高層 7室,"$25,000",565,44,$44.25,TRUE,
08/07/2024,柏傲莊 2期 5座 (5A) 中層 B室,"$28,000",634,44,$44.16,TRUE,
08/07/2024,天晉 ll 2B座 中層 B室,"$40,000",942,42,$42.46,TRUE,
08/07/2024,泓景臺 3期 5座 高層 B室,"$27,000",611,44,$44.19,TRUE,
08/07/2024,淘大花園 3B期 R座 高層 1室,"$17,800",460,39,$38.70,TRUE,
08/07/2024,維景灣畔 2期 10座 高層 A室,"$19,500",498,39,$39.16,TRUE,
08/07/2024,海翩匯 3座 低層 F室,"$19,000",525,36,$36.19,TRUE,
08/07/2024,新都城 2期 6座 高層 C室,"$16,500",363,45,$45.45,TRUE,
08/07/2024,茵怡花園 6座 高層 A室,"$13,500",358,38,$37.71,TRUE,
08/07/2024,日出康城 1期 首都 琉森 (2座-左翼) 低層 C室,"$17,000",518,33,$32.82,TRUE,
08/07/2024,天寰 天海匯3座 低層 L室,"$14,500",269,54,$53.90,TRUE,
08/07/2024,海傲灣 1A座 中層 A室,"$15,800",301,52,$52.49,TRUE,
08/07/2024,海傲灣 1B座 中層 E室,"$14,800",264,56,$56.06,TRUE,
08/07/2024,傲凱 低層 D室,"$14,000",260,54,$53.85,TRUE,
08/07/2024,日出康城 6期 Lp6 5座 高層 K室,"$15,000",307,49,$48.86,TRUE,
08/07/2024,淘大花園 1期 E座 中層 6室,"$16,300",390,42,$41.79,TRUE,
08/07/2024,嘉峯匯 1B座 低層 A室,"$16,200",294,55,$55.10,TRUE,
08/07/2024,愛海頌 5座 中層 F室,"$21,000",506,42,$41.50,TRUE,
08/07/2024,Monterey 5座 低層 D室,"$31,500",737,43,$42.74,TRUE,
08/07/2024,現崇山 6A座 中層 A室,"$23,000",570,40,$40.35,TRUE,
08/07/2024,Henley Park 1B座 中層 J室,"$19,500",395,49,$49.37,TRUE,
08/07/2024,君臨天下 2座 高層 F室,"$58,000",1060,55,$54.72,TRUE,
08/07/2024,日出康城 10期 LP10 1座 (1B) 低層 A室,"$29,000",797,36,$36.39,TRUE,
08/07/2024,利奧坊‧凱岸 1座 低層 G室,"$14,000",171,82,$81.87,TRUE,
08/07/2024,煥然壹居 H3座 中層 C室,"$21,000",566,37,$37.10,TRUE,
08/07/2024,萬景峯 6座 中層 D室,"$24,500",593,41,$41.32,TRUE,
08/07/2024,安富大廈 中層 D室,"$12,000",363,33,$33.06,TRUE,
08/07/2024,新港城 2期 D座 中層 6室,"$13,500",321,42,$42.06,TRUE,
08/07/2024,迎海 1期 2座 中層 F室,"$35,000",914,38,$38.29,TRUE,
08/07/2024,Grand Austin 2A座 低層 C室,"$29,800",595,50,$50.08,TRUE,
08/07/2024,Ava 62 中層 C室,"$12,200",173,71,$70.52,TRUE,
08/07/2024,弦雅 高層 E室,"$11,500",214,54,$53.74,TRUE,
08/07/2024,日出康城 4期A 晉海 1B座 低層 F室,"$14,800",340,44,$43.53,TRUE,
08/07/2024,維港灣 1座 高層 A室,"$29,000",652,44,$44.48,TRUE,
08/07/2024,利奧坊‧曉岸 2座 低層 B室,"$15,500",259,60,$59.85,TRUE,
08/07/2024,蔚藍灣畔 5座 高層 C室,"$18,000",490,37,$36.73,TRUE,
08/07/2024,盈翠半島 2期 10座 高層 C室,"$26,500",671,39,$39.49,TRUE,
08/07/2024,薄扶林道63號 2座 (Emerald House) 高層 A室,"$20,000",276,72,$72.46,TRUE,
08/07/2024,浪翠園 4期 13座 高層 C室,"$13,500",495,27,$27.27,TRUE,
08/07/2024,帝御 2期 帝御‧星濤 2座 低層 9室,"$11,500",268,43,$42.91,TRUE,
08/07/2024,浪翠園 4期 13座 高層 D室,"$14,000",495,28,$28.28,TRUE,
08/07/2024,昇薈 1座 高層 D室,"$34,300",1163,29,$29.49,TRUE,
08/07/2024,昇薈 6座 中層 D室,"$21,000",671,31,$31.30,TRUE,
08/07/2024,映灣園 4期 聽濤軒 16座 低層 G室,"$23,500",756,31,$31.08,TRUE,
08/07/2024,映灣園 3期 悅濤軒 10座 高層 D室,"$21,000",722,29,$29.09,TRUE,
08/07/2024,海堤灣畔 2座 高層 E室,"$19,300",516,37,$37.40,TRUE,
08/07/2024,藍天海岸 3期 影岸‧紅 B座 (8座) 中層 D室,"$23,000",--,--,#VALUE!,FALSE,
08/07/2024,Novo Land 2A期 Arreso 3座 高層 D室,"$14,800",431,34,$34.34,TRUE,
08/07/2024,Grand Austin 1A座 高層 A室,"$51,000",942,54,$54.14,TRUE,
08/07/2024,凱旋門 觀星閣 (2座) 高層 C室,"$60,000",1098,55,$54.64,TRUE,
08/07/2024,威尼斯花園 1座 低層 C室,"$12,500",436,29,$28.67,TRUE,
08/07/2024,Novo Land 2B期 Arreso 2座 高層 C室,"$15,000",441,34,$34.01,TRUE,
08/07/2024,天生樓 中層 A室,"$26,000",843,31,$30.84,TRUE,
08/07/2024,御海灣 2期 1座 低層 Q室,"$12,500",301,42,$41.53,TRUE,
08/07/2024,銀禧花園 1座 低層 A室,"$17,000",506,34,$33.60,TRUE,
08/07/2024,沙田第一城 4期 39座 低層 G室,"$13,500",304,44,$44.41,TRUE,
08/07/2024,灣景花園 5座 中層 F室,"$22,000",760,29,$28.95,TRUE,
08/07/2024,利奧坊‧曦岸 2座 中層 K室,"$12,500",194,64,$64.43,TRUE,
08/07/2024,祈德尊新邨 B座 中層 D室,"$12,000",357,34,$33.61,TRUE,
08/07/2024,灝景灣 1期 1座 中層 D室,"$19,000",537,35,$35.38,TRUE,
08/07/2024,Novo Land 2B期 Arreso 1B座 低層 L室,"$16,500",452,37,$36.50,TRUE,
08/07/2024,Grand Yoho 2期 3座 中層 C室,"$33,000",899,37,$36.71,TRUE,
08/07/2024,峻巒 2C期 Park Yoho Milano 32B座 高層 C室,"$12,500",403,31,$31.02,TRUE,
08/07/2024,翠屏花園 A座 低層 5室,"$9,500",262,36,$36.26,TRUE,
08/07/2024,駿逸峰 低層 C室,"$18,000",431,42,$41.76,TRUE,
08/07/2024,嘉悅 2座 高層 A室,"$28,800",797,36,$36.14,TRUE,
08/07/2024,朗城滙 5座 低層 B室,"$17,000",496,34,$34.27,TRUE,
08/07/2024,翹翠峰 5座 中層 C室,"$13,500",526,26,$25.67,TRUE,
08/07/2024,葵芳匯 高層 D室,"$18,500",--,--,#VALUE!,FALSE,
08/07/2024,The Holborn A座 中層 A9室,"$14,800",226,65,$65.49,TRUE,
08/07/2024,藍塘傲 8座 高層 G室,"$23,500",604,39,$38.91,TRUE,
08/07/2024,柏匯 中層 D室,"$17,300",328,53,$52.74,TRUE,
08/07/2024,The Holborn B座 高層 B8室,"$15,000",224,67,$66.96,TRUE,
08/07/2024,嘉景臺 高層 E室,"$21,500",436,49,$49.31,TRUE,
08/07/2024,港島南岸 1期 晉環 1座 (2A) 中層 H室,"$25,000",489,51,$51.12,TRUE,
08/07/2024,會展中心會景閣 中層 9室,"$27,500",618,44,$44.50,TRUE,
08/07/2024,太平大廈 低層 B室,"$18,000",495,36,$36.36,TRUE,
08/07/2024,貝沙灣 4期 南灣 8座 高層 A室,"$55,000",1052,52,$52.28,TRUE,
08/07/2024,嘉峯匯 1A座 低層 E室,"$38,000",762,50,$49.87,TRUE,
08/07/2024,太湖花園 1期 12座 低層 A室,"$13,800",440,31,$31.36,TRUE,
08/07/2024,新港城 4期 K座 高層 4室,"$19,800",519,38,$38.15,TRUE,
08/07/2024,沙田第一城 5期 46座 中層 C室,"$14,300",304,47,$47.04,TRUE,
08/07/2024,沙田中心 東寧大廈 (A座) 低層 E室,"$14,000",288,49,$48.61,TRUE,
08/07/2024,皓畋 10座 低層 F室,"$22,000",539,41,$40.82,TRUE,
08/07/2024,京城大廈 中層 H室,"$15,800",319,50,$49.53,TRUE,
08/07/2024,薄扶林道63號 1座 (Amber House) 中層 F室,"$21,000",301,70,$69.77,TRUE,
08/07/2024,翰林峰 2座 低層 A室,"$23,000",330,70,$69.70,TRUE,
08/07/2024,海怡半島 4期 御庭園 御泉居 (32座) 中層 D室,"$17,500",521,34,$33.59,TRUE,
08/07/2024,雋琚 中層 A室,"$33,500",559,60,$59.93,TRUE,
08/07/2024,峻瀅 1期 7座 低層 A室,"$19,500",699,28,$27.90,TRUE,
08/07/2024,天晉 海天晉 7A座 高層 B室,"$23,500",565,42,$41.59,TRUE,
08/07/2024,荃灣花園 翡翠閣 (E座) 高層 6室,"$12,000",340,35,$35.29,TRUE,
08/07/2024,濱景花園 3座 低層 H室,"$18,000",544,33,$33.09,TRUE,
08/07/2024,天宇海 2A座 中層 A室,"$26,000",786,33,$33.08,TRUE,
08/07/2024,御龍山 11座 中層 A室,"$38,000",1006,38,$37.77,TRUE,
08/07/2024,映灣園 1期 賞濤軒 3座 中層 F室,"$16,800",471,36,$35.67,TRUE,
08/07/2024,映灣園 1期 賞濤軒 1座 中層 F室,"$16,500",494,33,$33.40,TRUE,
08/07/2024,東堤灣畔 2期 6座 中層 G室,"$23,000",759,30,$30.30,TRUE,
08/07/2024,天鑽 8座 低層 H室,"$18,000",525,34,$34.29,TRUE,
08/07/2024,Novo Land 1A期 Elverum 1座 中層 F室,"$9,600",236,41,$40.68,TRUE,
08/07/2024,映灣園 3期 悅濤軒 10座 中層 A室,"$26,500",913,29,$29.03,TRUE,
08/07/2024,峻巒 1A期 9B座 高層 D室,"$15,000",532,28,$28.20,TRUE,
08/07/2024,嘉匯 1座 低層 B室,"$22,500",506,44,$44.47,TRUE,
08/07/2024,忻怡閣 中層 A室,"$16,000",314,51,$50.96,TRUE,
08/07/2024,Yoho Town 2期 Yoho Midtown 1座 高層 D室,"$31,000",1118,28,$27.73,TRUE,
08/07/2024,Yoho Town 1期 1座 低層 D室,"$17,000",516,33,$32.95,TRUE,
08/07/2024,嘉湖山莊 7期 景湖居 7座 中層 E室,"$11,500",446,26,$25.78,TRUE,
08/07/2024,爾巒 茵娜大道 7座 中層 B室,"$18,500",649,29,$28.51,TRUE,
08/07/2024,Grand Yoho 2期 3座 中層 B室,"$21,500",632,34,$34.02,TRUE,
08/07/2024,Yoho Town 2期 Yoho Midtown 8座 高層 E室,"$28,800",948,30,$30.38,TRUE,
08/07/2024,尚悅 11座 低層 C室,"$16,800",660,25,$25.45,TRUE,
08/07/2024,朗城滙 3座 中層 B室,"$24,500",725,34,$33.79,TRUE,
08/07/2024,朗屏8號 1座 高層 C室,"$14,000",337,42,$41.54,TRUE,
08/07/2024,蔚藍灣畔 1座 中層 D室,"$31,500",849,37,$37.10,TRUE,
08/07/2024,映灣園 2期 映濤軒 8座 高層 G室,"$24,000",737,33,$32.56,TRUE,
08/07/2024,藍天海岸 1期 5座 低層 H室,"$17,750",490,36,$36.22,TRUE,
07/07/2024,京城大廈 低層 C室,"$19,000",439,43,$43.28,TRUE,
07/07/2024,銀湖‧天峰 2座 中層 F室,"$18,800",549,34,$34.24,TRUE,
07/07/2024,雲海 1期 Maple Court 1座 高層 E室,"$20,500",441,46,$46.49,TRUE,
07/07/2024,恒麗園 3座 中層 A室,"$19,500",593,33,$32.88,TRUE,
07/07/2024,柏傲灣 1B座 低層 F室,"$13,800",306,45,$45.10,TRUE,
07/07/2024,馬樹閣 A室,"$9,000",267,34,$33.71,TRUE,
07/07/2024,帝欣苑 2期 31座 高層 D室,"$31,000",846,37,$36.64,TRUE,
07/07/2024,凱滙 2期 5座 中層 J室,"$18,000",391,46,$46.04,TRUE,
07/07/2024,一號銀海 6座 高層 C室,"$32,000",665,48,$48.12,TRUE,
07/07/2024,嘉湖山莊 5期 麗湖居 8座 高層 E室,"$11,000",446,25,$24.66,TRUE,
07/07/2024,嘉亨灣 6座 高層 G室,"$23,000",508,45,$45.28,TRUE,
07/07/2024,帝灣居 大廈 中層 A室,"$42,000",1285,33,$32.68,TRUE,
07/07/2024,泓碧 5座 低層 G室,"$14,000",314,45,$44.59,TRUE,
07/07/2024,The Holborn A座 高層 A6室,"$16,800",255,66,$65.88,TRUE,
07/07/2024,柏傲莊 2期 7座 (7B) 中層 C室,"$18,000",334,54,$53.89,TRUE,
07/07/2024,一號銀海 2座 高層 C室,"$30,000",665,45,$45.11,TRUE,
07/07/2024,龍譽 1A座 中層 B室,"$22,500",538,42,$41.82,TRUE,
07/07/2024,嘉賢居 低層 C室,"$16,500",544,30,$30.33,TRUE,
07/07/2024,賢麗苑 賢德閣 (B座) 中層 7室,"$15,000",469,32,$31.98,TRUE,
07/07/2024,都會駅 2期 城中駅 10座 低層 H室,"$23,500",651,36,$36.10,TRUE,
07/07/2024,維港滙 2期 3座 (3B) 低層 C室,"$25,000",495,51,$50.51,TRUE,
07/07/2024,錦豐苑 錦蘭閣 (J座) 低層 1室,"$16,000",545,29,$29.36,TRUE,
07/07/2024,匯璽 3期 匯璽ll 3B座 低層 G室,"$15,500",272,57,$56.99,TRUE,
07/07/2024,Eight South Lane 低層 B室,"$20,000",314,64,$63.69,TRUE,
07/07/2024,One Homantin 6座 中層 D室,"$30,000",695,43,$43.17,TRUE,
07/07/2024,冠峰園 1座 中層 B室,"$15,500",696,22,$22.27,TRUE,
07/07/2024,光超台 B座 中層 4室,"$16,000",431,37,$37.12,TRUE,
07/07/2024,寶馬山花園 2期 9座 低層 B室,"$23,000",588,39,$39.12,TRUE,
07/07/2024,御龍山 7座 低層 A室,"$37,000",1012,37,$36.56,TRUE,
07/07/2024,嘉湖山莊 1期 樂湖居 2座 低層 H室,"$12,800",552,23,$23.19,TRUE,
07/07/2024,大埔廣場 宜德閣 (3座) 低層 C室,"$13,200",422,31,$31.28,TRUE,
07/07/2024,星域軒 2座 高層 D室,"$47,500",787,60,$60.36,TRUE,
07/07/2024,囍匯 2期 1座 低層 C室,"$25,500",431,59,$59.16,TRUE,
07/07/2024,雍雅軒 1座 低層 M室,"$15,300",470,33,$32.55,TRUE,
07/07/2024,囍匯 2期 1座 高層 C室,"$26,000",431,60,$60.32,TRUE,
07/07/2024,赤柱村道43號 F室,"$45,000",1151,39,$39.10,TRUE,
07/07/2024,豐盛苑 C室,"$16,000",354,45,$45.20,TRUE,
07/07/2024,海怡半島 2期 怡豐閣 (11座) 高層 F室,"$25,000",630,40,$39.68,TRUE,
07/07/2024,御半山 1期 1B座 高層 K室,"$15,500",454,34,$34.14,TRUE,
07/07/2024,聚康山莊 5座 低層 F室,"$14,000",445,31,$31.46,TRUE,
07/07/2024,蔚藍灣畔 7座 中層 G室,"$18,500",488,38,$37.91,TRUE,
07/07/2024,金禧花園 6座 中層 E室,"$16,000",340,47,$47.06,TRUE,
07/07/2024,映灣園 4期 聽濤軒 15座 高層 H室,"$26,500",932,28,$28.43,TRUE,
07/07/2024,御半山 2期 2A座 中層 J室,"$10,500",251,42,$41.83,TRUE,
07/07/2024,荃威花園 H座 低層 3室,"$13,000",475,27,$27.37,TRUE,
07/07/2024,龍譽 2B座 低層 D室,"$16,000",306,52,$52.29,TRUE,
07/07/2024,欣盛苑 欣麗閣 (B座) 中層 8室,"$11,500",401,29,$28.68,TRUE,
07/07/2024,Yoho Town 1期 9座 低層 F室,"$15,000",461,33,$32.54,TRUE,
07/07/2024,Yoho Town 2期 Yoho Midtown 8座 中層 C室,"$28,500",988,29,$28.85,TRUE,
07/07/2024,Wetland Seasons Bay 1期 2A座 高層 A9室,"$16,000",507,32,$31.56,TRUE,
06/07/2024,沙田第一城 6期 26座 中層 C室,"$14,300",326,44,$43.87,TRUE,
06/07/2024,愉田苑 愉逸閣 (E座) 中層 7室,"$14,500",434,33,$33.41,TRUE,
06/07/2024,Monaco One 1期 2B座 低層 G室,"$17,800",326,55,$54.60,TRUE,
06/07/2024,聚賢居 1座 低層 E室,"$27,500",443,62,$62.08,TRUE,
06/07/2024,曉麗苑 曉和閣 (G座) 中層 12室,"$16,000",540,30,$29.63,TRUE,
06/07/2024,德福花園 O座 高層 5室,"$17,300",512,34,$33.79,TRUE,
06/07/2024,美孚新邨 6期 蘭秀道21-23號 低層 23號A室,"$18,800",591,32,$31.81,TRUE,
06/07/2024,日出康城 9期A Marini 3座 (3A) 中層 C室,"$16,000",377,42,$42.44,TRUE,
06/07/2024,浩景臺 4座 高層 G室,"$17,600",642,27,$27.41,TRUE,
06/07/2024,睿峰 西翼 低層 H室,"$15,500",316,49,$49.05,TRUE,
06/07/2024,擎天半島 1期 5座 低層 H室,"$31,000",748,41,$41.44,TRUE,
06/07/2024,清水灣半島 2期 6座 中層 C室,"$17,500",523,33,$33.46,TRUE,
06/07/2024,麗港城 3期 35座 低層 F室,"$16,000",517,31,$30.95,TRUE,
06/07/2024,愛海頌 5座 高層 C室,"$19,000",483,39,$39.34,TRUE,
06/07/2024,新寶城 6座 低層 E室,"$17,500",--,--,#VALUE!,FALSE,
06/07/2024,珀‧軒 中層 F室,"$13,200",245,54,$53.88,TRUE,
06/07/2024,新葵芳花園 E座 低層 3室,"$16,500",408,40,$40.44,TRUE,
06/07/2024,日出康城 8期 Sea To Sky 1座 低層 H室,"$28,000",745,38,$37.58,TRUE,
06/07/2024,寶馬山花園 2期 17座 中層 A室,"$39,500",815,48,$48.47,TRUE,
06/07/2024,城．點 低層 H室,"$12,800",332,39,$38.55,TRUE,
06/07/2024,愛琴海岸 1座 中層 B室,"$18,500",811,23,$22.81,TRUE,
06/07/2024,港灣豪庭 1期 2座 中層 E室,"$16,500",340,49,$48.53,TRUE,
06/07/2024,日出康城 8期 Sea To Sky 2座 中層 C室,"$19,000",481,40,$39.50,TRUE,
06/07/2024,日出康城 9期B Grand Marini 2座 (2A) 低層 D室,"$18,000",479,38,$37.58,TRUE,
06/07/2024,華爾大廈 低層 E室,"$24,000",703,34,$34.14,TRUE,
06/07/2024,將軍澳中心 2期 10座 中層 C室,"$17,000",406,42,$41.87,TRUE,
06/07/2024,太古城 星輝台 智星閣 (51座) 高層 B室,"$23,000",582,40,$39.52,TRUE,
06/07/2024,沙田第一城 4期 41座 低層 D室,"$12,500",304,41,$41.12,TRUE,
06/07/2024,好運中心 柏林閣 (C2座) 高層 E室,"$14,000",348,40,$40.23,TRUE,
06/07/2024,薄扶林道63號 2座 (Emerald House) 高層 F室,"$21,000",281,75,$74.73,TRUE,
06/07/2024,貝沙灣 1期 2座 低層 B室,"$62,000",1358,46,$45.66,TRUE,
06/07/2024,眀徳山 中層 F室,"$22,000",353,62,$62.32,TRUE,
06/07/2024,愉景新城 2期 7座 高層 C室,"$17,000",485,35,$35.05,TRUE,
06/07/2024,嘉峯匯 2B座 高層 C室,"$21,500",461,47,$46.64,TRUE,
06/07/2024,豫豐花園 10座 中層 D室,"$15,000",568,26,$26.41,TRUE,
06/07/2024,海怡半島 4期 御庭園 豐景閣 (29座) 高層 F室,"$24,000",650,37,$36.92,TRUE,
06/07/2024,天宇海 7A座 高層 B室,"$23,800",756,31,$31.48,TRUE,
06/07/2024,海典灣 2座 低層 A室,"$20,000",657,30,$30.44,TRUE,
06/07/2024,Yoho Town 2期 Yoho Midtown 6座 中層 C室,"$23,540",940,25,$25.04,TRUE,
05/07/2024,錦英苑 錦達閣 (E座) 高層 4室,"$15,500",645,24,$24.03,TRUE,
05/07/2024,迎海 3期 迎海‧星灣御 16座 低層 C室,"$18,000",511,35,$35.23,TRUE,
05/07/2024,迎海 1期 2座 高層 B室,"$19,500",511,38,$38.16,TRUE,
05/07/2024,匯璽 2A期 2B座 中層 A室,"$20,833",374,56,$55.70,TRUE,
05/07/2024,高士台 2座 中層 C室,"$43,800",756,58,$57.94,TRUE,
05/07/2024,嘉兆臺 5座 中層 B室,"$50,000",1290,39,$38.76,TRUE,
05/07/2024,愉景灣 16期 意堤 6座 中層 F室,"$12,000",350,34,$34.29,TRUE,
05/07/2024,荃灣中心 濟南樓 (18座) 低層 F室,"$11,000",329,33,$33.43,TRUE,
05/07/2024,日出康城 1期 首都 米蘭 (3座-左翼) 中層 B室,"$23,000",840,27,$27.38,TRUE,
05/07/2024,怡心園 2座 高層 B室,"$19,000",595,32,$31.93,TRUE,
05/07/2024,港灣豪庭 1期 2座 高層 D室,"$16,500",344,48,$47.97,TRUE,
05/07/2024,兆康苑 兆新閣 (B座) 低層 5室,"$13,000",534,24,$24.34,TRUE,
05/07/2024,兆康苑 兆豪閣 (M座) 低層 6室,"$10,000",414,24,$24.15,TRUE,
05/07/2024,栢慧豪園 1期 2座 中層 G室,"$12,500",502,25,$24.90,TRUE,
05/07/2024,日出康城 8期 Sea To Sky 1座 高層 B室,"$27,000",732,37,$36.89,TRUE,
05/07/2024,利奧坊‧曦岸 1座 中層 J室,"$16,000",267,60,$59.93,TRUE,
05/07/2024,美孚新邨 1期 百老匯街5-7號 中層 5號C室,"$23,000",706,33,$32.58,TRUE,
05/07/2024,新葵芳花園 B座 中層 5室,"$16,500",400,41,$41.25,TRUE,
05/07/2024,嘉湖山莊 6期 美湖居 8座 低層 E室,"$10,500",441,24,$23.81,TRUE,
05/07/2024,藍天海岸 1期 6座 高層 G室,"$16,000",388,41,$41.24,TRUE,
05/07/2024,新港城 3期 P座 中層 8室,"$14,600",370,39,$39.46,TRUE,
05/07/2024,浪澄灣 3座 低層 F室,"$23,000",550,42,$41.82,TRUE,
05/07/2024,匯璽 2A期 2B座 低層 C室,"$20,800",363,57,$57.30,TRUE,
05/07/2024,Grand Austin 3A座 高層 A室,"$57,000",908,63,$62.78,TRUE,
